id,text
RemoteServerProcessListenerAdapter.java,edu nd dronolog servic remot java rmi remot except edu nd dronolog servic core api servic statu edu nd dronolog servic core listen servic listen edu nd dronolog servic core remot remot servic listen net mv log logger net mv log logger provid remot server process listen adapt servic listen logger logger logger provid get logger remot server process listen adapt remot servic listen listen remot server process listen adapt remot servic listen listen listen listen overrid statu chang servic statu new state listen statu chang new state remot except e logger error e overrid equal object object object object remot server process listen adapt listen equal remot server process listen adapt object listen overrid hash code prime result result prime result listen listen hash code result
DroneCollectionStatus.java,edu nd dronolog core statu java util hash map java util map edu nd dronolog core vehicl iuav proxi edu nd dronolog core vehicl proxi uav proxi edu nd dronolog util immut net mv log logger net mv log logger provid drone collect statu logger logger logger provid get logger drone collect statu map uav proxi drone drone collect statu instanc drone collect statu drone hash map drone collect statu get instanc instanc drone collect statu instanc instanc drone collect statu instanc test statu logger info uav proxi drone statu drone valu logger info drone statu string map uav proxi get drone immut hash map copi drone add drone uav proxi drone drone drone get id drone remov drone drone id drone contain key drone id drone remov drone id remov drone iuav proxi drone drone contain key drone get id drone remov drone get id uav proxi get drone drone id drone contain key drone id drone get drone id singleton class
SetVelocityCommand.java,edu nd dronolog core vehicl command set veloc command abstract drone command drone command serial version uid set veloc command uavid x y z uavid command id setvelocitycommand data attributex x data attributey y data attributez z command sent gc set veloc vector uav br vector specifi ned michael vierhaus
UAVRegistrationInfo.java,edu nd dronolog servic core info uav registr info remot info object serial version uid type uav registr info id id get type type set type type type type
CheckerTaskMessage.java,edu nd dronolog core collisionavoid backendmessag checker task messag abstract messag
DroneVoltageSimulator.java,edu nd dronolog core simul simplesimul drone voltag simul voltag batteri state charg deplet stabl batteri state batteri state batteri state stabl simulatorbatterydrainvolt check point time drone voltag simul voltag check point time recharg batteri batteri state batteri state charg voltag batteri state batteri state stabl start batteri drain batteri state batteri state deplet check point time system current time milli stop batteri drain check point batteri state batteri state stabl check point batteri state batteri state deplet time check point system current time milli check point time time check point check point time system current time milli voltag drain simulatorbatterydrainvolt time check point voltag voltag voltag drain get voltag voltag voltag simul minut flight batteri decreas volt jane cleland huang reset check point time volt drain second number elaps second
KMLMapCreator.java,edu nd dronolog misc kml java io buffer reader java io file java io file except java io file reader java io file writer java io io except java io writer java nio file file java nio file path java util array java util edu nd dronolog gstation connector messag uav messag factori edu nd dronolog gstation connector messag uav state messag kml map creator uavid datapath main arg kml map creator creat kml file creat kml file logfil uav state messag messag read messag logfil kml string creat kml bodi messag write file kml string uav state messag read messag logfil uav state messag messag array line file read line path get logfil line l messag add pars line l messag io except e e print stack trace messag uav state messag pars line l start l index msg text l substr start uav state messag msg msg uav state messag uav messag factori creat msg text msg except e e print stack trace write file kml string file testexist file datapath writer fwriter testexist exist fwriter file writer datapath fwriter write kml string fwriter flush fwriter close io except e e print stack trace filecont array newoutput array buffer reader buffer reader file reader testexist filecont read line newoutput add filecont file except e e print stack trace io except e e print stack trace rewrit s newoutput rewrit s fwriter file writer datapath fwriter write rewrit fwriter flush fwriter close io except e e print stack trace kmlstart kmlelement creat kml bodi uav state messag messag kmlend array content array content add kmlstart string builder cord builder string builder uav state messag m messag re creat kml element m re cord builder append re km element kmlelement replac cord builder string km element km element replac uavid content add km element content add kmlend string builder sb string builder content str sb append str sb append sb string creat kml element uav state messag m m get uavid equal uavid string builder sb string builder sb append m get locat get longitud sb append sb append m get locat get latitud sb append sb append m get locat get altitud sb append sb string todo autogener catch block todo autogener catch block todo autogener catch block schleifenvari todo autogener catch block todo autogener catch block newoutput add kmlelement todo autogener catch block www opengi netkml n privat final string kmlelement
IDroneSetupServiceInstance.java,edu nd dronolog servic instanc dronesetup java util collect edu nd dronolog core vehicl iuav proxi edu nd dronolog servic core api servic instanc edu nd dronolog servic core info drone initi info edu nd dronolog servic core listen drone statu chang listen edu nd dronolog servic core util dronolog servic except drone setup servic instanc servic instanc initi drone drone initi info info dronolog servic except add drone statu chang listen drone statu chang listen listen remov drone statu chang listen drone statu chang listen listen collect iuav proxi get activ ua vs deactiv drone iuav proxi statu dronolog servic except iuav proxi get activ uav uav id dronolog servic except resend command uav id dronolog servic except
ServiceIds.java,edu nd dronolog servic core util servic id serviceflighrout servicesimul serviceremot serviceflightmanag servicedronesetup serviceregistr serviceequiptyperegistr servicetyperegistr servicemissionplan serviceareamap michael vierhaus
WorkspaceInitializer.java,edu nd dronolog servic supervisor java io file java secur code sourc edu nd dronolog servic core util dronolog constant edu nd dronolog servic core util dronolog servic except edu nd dronolog util file util net mv log logger net mv log logger provid workspac initi logger logger logger provid get logger workspac initi root workspac initi instanc workspac initi prepar root dronolog servic except root root get default root folder root root dronolog constant defaultrootfold root root replac root root replac logger info root file f file root logger info f get path string f exist f mkdir root f get path except e dronolog servic except root get default root folder dronolog servic except code sourc code sourc workspac initi get protect domain get code sourc file code folder code folder file code sourc get locat extern form file parent code folder get parent file parent file ws parent get parent file ws ws get path file separ dronolog constant dronologyrootfold prepar server workspac workspac dronolog servic except root format path workspac prepar root prepar flight path workspac prepar specif workspac prepar area map workspac prepar mission plan workspac format path workspac workspac format workspac replac format prepar flight path workspac folder path get flight rout locat file f file folder path f exist f mkdir prepar specif workspac folder path get drone specif locat file f file folder path f exist f mkdir prepar mission plan workspac folder path get mission plan locat file f file folder path f exist f mkdir prepar area map workspac folder path get area map locat file f file folder path f exist f mkdir get workspac locat root get flight rout locat root file separ dronolog constant folderflightrout get sim scenario locat root file separ dronolog constant foldernsimscenario get drone specif locat root file separ dronolog constant folderregistr get area map locat root file separ dronolog constant folderareamap get mission plan locat root file separ dronolog constant foldermissionplan workspac initi get instanc instanc import item file byte array overwrit dronolog servic except ext file util get extens file ext logger warn file ext dronolog constant extensionflightrout import flight path file byte array overwrit logger warn file util get extens file import flight path file content overwrit locat get flight rout locat f locat file separ file import file f content overwrit import file absolut path content overwrit file f file absolut path f exist overwrit file util save byte array file f content replac file path window replac file path linux mac
PVector.java,edu nd dronolog core coordin p vector abstract posit x y z p vector x y z x x y y z z get x x get y y get z z overrid n vector n vector n vector semimajor b n vector semiminor e math sqrt b b q e e z z p y y x x r p q math pow e s math pow e p q math pow r t math pow s math sqrt s s u r t t v math sqrt u u math pow e q w e e u v q v k math sqrt u v w w w d k math sqrt y y x x k e e f math sqrt d d z z f k k e e x f f x y f f y z f z alt k e e k math sqrt d d z z n vector x y z alt overrid lla coordin lla coordin n vector lla coordin overrid hash code prime result temp temp doubl long bit x result prime result temp temp temp doubl long bit y result prime result temp temp temp doubl long bit z result prime result temp temp result overrid string format x y z overrid equal object obj obj obj obj p vector p vector p vector obj doubl long bit x doubl long bit x doubl long bit y doubl long bit y doubl long bit z doubl long bit z overrid p vector p vector posit earth repres x y z coordin earth center earth fix refer frame origin frame center mass earth xaxi point equat meet prime meridean longitud zaxi point geograph north pole longitud undefin yaxi deriv use right hand rule point latitud longitud unit meter michael murphi x distanc meter axi point center mass earth equat meet prime meridean longitud y distanc meter axi point center mass earth latitud longitud z distanc meter axi point center mass earth geograph north pole longitud undefin x y z nvector plu altitud posit formula code base journal articl call nonsingular horizont posit represent kenneth gade find httpsgoo gli cqd cn equat appendix b note equat unconvent swap z compon x compon code follow common convent return z x proper place latitud longitud altitud posit
IDroneAttribute.java,edu nd dronolog core vehicl drone attribut t attributebatteryvoltag attributeloc get key t get valu
AreaMapping.java,edu nd dronolog servic core item java util array java util collect java util java util uuid edu nd dronolog core util manag hash tabl edu nd dronolog servic core areamap edg lla edu nd dronolog servic core areamap region edu nd dronolog servic core util dronolog servic except area map area map id descript manag hash tabl edg lla area map manag hash tabl map item locat map array upstream region region array area map id uuid random uuid string id overrid set overrid get id id overrid get overrid get descript descript overrid set descript descript descript descript overrid edg lla get map point part collect unmodifi area map get part overrid add map area part edg lla coordin area map part coordin overrid add map area part edg lla coordin area map add part coordin overrid remov coordin part edg lla coordin index area map get part index coordin index area map get part remov coordin overrid add map locat map item item locat map add item overrid map item get locat map locat map overrid remov map locat id dronolog servic except map item check array locat map map item item check item get id equal id locat map remov item dronolog servic except id overrid set upstream upstream upstream upstream overrid get upstream upstream michael vierhaus map area area
AssignedDrone.java,edu nd dronolog servic core item edu nd dronolog core coordin chang edu nd dronolog core coordin lla coordin assign drone drone lla coordin start coordin lla coordin assign drone drone drone drone lla coordin get start coordin start coordin coordin chang set start coordin latitud longitud altitud start coordin lla coordin latitud longitud altitud overrid hash code prime result result prime result drone drone hash code result overrid equal object obj obj obj get class obj get class assign drone assign drone obj drone drone drone equal drone get drone
CollisionAvoidanceUtil.java,edu nd dronolog core collisionavoid java util collect java util iter java util org apach common math util combinator util collis avoid util drone pair iter iter drone pair iter indic drone snapshot snapshot drone pair iter drone snapshot snapshot iter indic snapshot snapshot indic indic overrid next indic next overrid drone pair next next indic indic next index next indic index b next indic drone pair snapshot get index snapshot get index b iter drone pair pair drone snapshot snapshot snapshot size iter indic combinator util combin iter snapshot size drone pair iter snapshot indic collect iter iter drone pair find pair drone snapshot snapshot iter drone pair overrid iter drone pair iter pair snapshot
IDrone.java,edu nd dronolog core vehicl edu nd dronolog core collisionavoid drone snapshot intern edu nd dronolog core coordin lla coordin edu nd dronolog core except drone except edu nd dronolog core except flight zone except edu nd dronolog core vehicl command abstract drone command edu nd dronolog core vehicl proxi uav proxi drone uav proxi get drone statu get latitud get longitud get altitud fli lla coordin target coordin speed lla coordin get coordin get drone land flight zone except take altitud flight zone except set coordin lat lon alt get batteri statu set voltag check point destin reach distanc move time step set base coordin lla coordin base posit lla coordin get base coordin set ground speed speed set veloc x y z set coordin lla coordin coordin send command abstract drone command command drone except drone snapshot intern get latest drone snapshot set manag drone manag drone manag drone resend command drone exceptioni drone interfac jane cleland huang latitud drone longitud drone altitud drone fli drone target coordin target coordin speed current coordin uniqu drone land drone updat statu flight zone except takeoff updat statu flight zone except set drone coordin lat latitud lon longitud alt altitud
UAVTypeRegistrationInfo.java,edu nd dronolog servic core info uav type registr info remot info object serial version uid type uav type registr info id id get type type set type type type type
IBatterySimulator.java,edu nd dronolog core simul edu nd dronolog core vehicl intern virtual drone batteri simul start batteri drain stop batteri drain get voltag batteri simul simul batteri usag voltag drain virtual drone flight michael vierhaus
MissionUtil.java,edu nd dronolog servic extens missionplan plan java rmi remot except java util array java util collect java util collect java util link java util edu nd dronolog core coordin lla coordin edu nd dronolog core util waypoint edu nd dronolog core vehicl iuav proxi edu nd dronolog servic core info flight rout info edu nd dronolog servic core util dronolog servic except edu nd dronolog servic extens missionplan mission execut except edu nd dronolog servic extens missionplan task mission task edu nd dronolog servic extens missionplan task rout task edu nd dronolog servic instanc dronesetup drone setup servic edu nd dronolog servic instanc flightmanag flight manag servic edu nd dronolog servic instanc flightrout flight routeplan servic net mv log logger net mv log logger provid mission util logger logger logger provid get logger mission util activ rout mission task activ task mission execut except flight rout info rout collect flight rout info rout rout flight routeplan servic get instanc get item remot except e mission execut except flight rout info s rout s get equal activ task get task rout s rout mission execut except activ task get task array waypoint wp array rout get waypoint flight manag servic get instanc plan flight activ task get uav id activ task get task wp except e mission execut except e get messag activ waypoint mission task activ task mission execut except waypoint wp waypoint activ task get waypoint flight manag servic get instanc plan flight activ task get uav id activ task get task collect singleton wp except e mission execut except e get messag lla coordin get final waypoint mission task task mission execut except mission task task task get task size task rout task lla coordin final wp get waypoint task get task final wp mission execut except lla coordin get waypoint rout mission execut except flight rout info rout collect flight rout info item flight routeplan servic get instanc get item flight rout info item get equal rout rout rout mission execut except rout waypoint first waypoint link rout get waypoint get first waypoint get coordin remot except e mission execut except e get messag lla coordin get first way point rout mission execut except flight rout info rout collect flight rout info item flight routeplan servic get instanc get item flight rout info item get equal rout rout rout mission execut except rout waypoint first waypoint rout get waypoint get first waypoint get coordin remot except e mission execut except e get messag lla coordin get home uavid mission execut except collect iuav proxi uav drone setup servic get instanc get activ ua vs iuav proxi uav uav uav get id equal uavid uav get home locat mission execut except uavid stop uav uavid flight manag servic get instanc emerg stop uavid dronolog servic except e logger error erout flight routeplan servic get instanc get itemrout given routenam extract first way point rout rout flight routeplan servic get instanc get itemrout get home coordin uav e uav id variabl rout mission execut except
IUAVTypeRegistration.java,edu nd dronolog servic core item java io serializ iuav type registr persist item get descript set descript descript serializ get attribut key add attribut key serializ valu set uav imag imag get imag
FlightRouteXStreamPersistor.java,edu nd dronolog servic core persist intern java io buffer input stream java io buffer output stream java io buffer reader java io buffer writer java io io except java io input stream java io input stream reader java io output stream java io output stream writer java nio charset charset java util zip gzip input stream java util zip gzip output stream com thoughtwork xstream x stream com thoughtwork xstream io xml xpp driver edu nd dronolog servic core item flight rout edu nd dronolog servic core persist dronolog persist util edu nd dronolog servic core persist persist manag edu nd dronolog servic core persist persist except net mv log logger net mv log logger provid flight rout x stream persistor persist manag flight rout x stream xstream x stream xpp driver logger logger logger provid get logger flight rout x stream persistor use compress overrid flight rout open input stream fin persist except dronolog persist util preprocess stream xstream use compress load compress stream fin load uncompress stream fin flight rout load uncompress stream input stream fin persist except input stream reader reader input stream reader buffer input stream fin charset object model xstream xml reader flight rout model except e persist except e fin fin close except e logger error e flight rout load compress stream input stream fin persist except input stream z z gzip input stream fin object model xstream xml buffer reader input stream reader z flight rout model io except e persist except e z z close fin fin close except e logger error e overrid save flight rout o output stream fout persist except dronolog persist util preprocess stream xstream use compress save compress stream o fout save uncompress stream o fout save flight rout o output stream fout closestream persist except dronolog persist util preprocess stream xstream use compress save compress stream o fout save uncompress stream o fout closestream save uncompress stream flight rout o output stream fout persist except output stream writer writer writer output stream writer buffer output stream fout charset xstream xml o writer except e persist except e writer writer close fout fout close io except e logger error e save uncompress stream flight rout o output stream fout closestream persist except output stream writer writer writer output stream writer buffer output stream fout charset xstream xml o writer except e persist except e writer closestream writer close fout closestream fout close io except e logger error e save compress stream flight rout o output stream fout persist except gzip output stream z gzip output stream fout xstream xml o buffer writer output stream writer z z close fout close except e persist except exstream set mode x stream xstream add implicit collect impl mme artifact type class xstream set mode x stream idrefer xstream add implicit collect impl mme artifact type class xstream add implicit map impl event class impl event class xstream set mode x stream idrefer xstream add implicit collect impl mme artifact type class xstream add implicit map impl event class impl event class
SearchPatternStrategy.java,edu nd dronolog servic extens areamap intern java util edu nd dronolog servic extens areamap model rout primit search pattern strategi rout primit gener rout primit aperatureheight overlapfactor set sourc point sourc point point set rout type rout primit rout type rout type
UAVEquipmentTypeRegistrationService.java,edu nd dronolog servic instanc registr equip edu nd dronolog servic core base abstract file transmit server servic edu nd dronolog servic core info uav equip type registr info uav equip type registr servic abstract file transmit server servic iuav equip type registr servic instanc uav equip type registr info uav equip type registr servic instanc uav equip type registr servic uav equip type registr servic get instanc instanc uav equip type registr servic instanc instanc uav equip type registr servic instanc overrid iuav equip type registr servic instanc init servic instanc uav equip type registr servic instanc singleton configur servic instanc
AMMetaInfo.java,edu nd dronolog ui vaadin areamap java io file com vaadin event layout event layout click event com vaadin event layout event layout click listen com vaadin server file resourc com vaadin server vaadin servic com vaadin ui button com vaadin ui check box com vaadin ui custom compon com vaadin ui horizont layout com vaadin ui label com vaadin ui text field com vaadin ui ui com vaadin ui vertic layout com vaadin ui theme valo theme edu nd dronolog servic core info area map info edu nd dronolog ui vaadin areamap window gener rout drone window edu nd dronolog ui vaadin areamap window unsav chang confirm chang type meta info custom compon serial version uid label label label side num label label side b num label label descript label button gener rout button area map info map info num num horizont layout content vertic layout left side vertic layout right side check box auto zoom check box gener rout drone window gener rout drone window meta info map compon map side num label label side b num label label label label horizont layout label horizont layout label add compon label side num label side b num label auto zoom check box check box auto zoom check box set valu basepath vaadin servic get current get base directori get absolut path file resourc edit icon file resourc file basepath button edit button button edit button set icon edit icon edit button add style valo theme buttonicononli file resourc delet icon file resourc file basepath button delet button button delet button set icon delet icon delet button add style valo theme buttonicononli gener rout button button gener rout button set width horizont layout descript holder horizont layout descript label label descript holder add compon descript label horizont layout button horizont layout button add compon gener rout button edit button delet button horizont layout checkbox horizont layout checkbox add compon auto zoom check box left side vertic layout left side add compon label descript holder right side vertic layout right side add compon button checkbox content horizont layout content set style content add style content add compon left side right side add style left side add style text field edit field text field text field descript edit field text field edit field set style descript edit field set style label set style side num label set style side b num label set style descript label set style edit button add click listen e map get edit side control enter edit mode delet button add click listen e map get map util get side edit map get map util get prioriti edit map get main layout get unsav chang confirm show window map get main layout get control get info panel get highlight info box get area map info get chang type deletemap e map get main layout get delet map confirm show window map get main layout get control get info panel get highlight info box get area map info e gener rout button add click listen e gener rout drone window gener rout drone window map ui get current add window gener rout drone window gener rout drone window close drone label add layout click listen layout click listen serial version uid overrid layout click layout click event event map get map util get side edit map get map util get prioriti edit event get click compon label event doubl click content remov compon horizont layout area horizont layout edit field set valu label get valu area add compon edit field side num label side num label vertic layout text layout vertic layout text layout add compon area descript holder text layout add style content add compon text layout right side descript holder add layout click listen layout click listen serial version uid overrid layout click layout click event event map get map util get side edit map get map util get prioriti edit event get click compon descript label event doubl click content remov compon label remov compon vertic layout text layout vertic layout text layout add style label add compon label side num label side b num label descript edit field set valu descript label get valu text layout add compon label descript edit field content add compon text layout right side edit field add blur listen e label set valu edit field get valu label remov compon label add compon label side num label side b num label left side remov compon left side add compon label descript holder content remov compon content add compon left side right side right side add style descript edit field add blur listen e descript label set valu descript edit field get valu label remov compon label add compon label side num label side b num label left side remov compon left side add compon label descript holder content remov compon content add compon left side right side right side add style set composit root content get map label get valu set map label set valu get map descript descript label get valu set map descript descript descript label set valu descript show info select map area map info info map info info label set valu info get descript label set valu info get descript set num waypoint info get coordin size info get coordin size content add compon right side show info map select label set valu descript label set valu side num label set valu side b num label set valu content remov compon right side set num waypoint num num num side num label set valu num num num side num label set valu num num num num side b num label set valu num num num side b num label set valu num num num auto zoom check auto zoom check box get valu area map info get map info map info get num num get num num implement panel display inform map number coordin side andrew slavin label initi separ chang independ later layout use hold descript label layout click listen ad later includ label descript includ button checkbox add left side initi right side ad rout select click listen edit delet button prompt user confirm want delet map click listen gener rout button bring window select drone doubl click allow user edit label turn textbox chang layout accommod textfield doubl click allow user edit descript turn textbox chang layout accommod textfield textfield turn correct label user click away user click away descript field correct label shown ensur correct descript coordin shown
WaypointGoal.java,edu nd dronolog core goal edu nd dronolog core collisionavoid drone snapshot edu nd dronolog core coordin abstract posit edu nd dronolog core util waypoint edu nd dronolog core vehicl intern physic drone java util observ waypoint goal abstract goal d thresh abstract posit posit speed waypoint goal waypoint waypoint posit waypoint get coordin speed waypoint get approachingspe waypoint goal abstract posit posit speed posit posit speed speed waypoint goal waypoint waypoint d thresh posit waypoint get coordin speed waypoint get approachingspe d thresh d thresh abstract posit get posit posit get speed speed overrid updat observ observ object o goal state cur state get state observ physic drone cur state goal state activ drone snapshot snapshot physic drone observ get latest drone snapshot dist posit distanc snapshot get posit dist d thresh set complet observ abstract goal cur state goal state pend goal state state abstract goal observ get state state goal state complet set activ overrid goal snapshot build snapshot waypoint goal snapshot get posit get speed get state distanc threshold determin waypoint reach
UAVMappingInfo.java,edu nd dronolog servic core info uav map info remot info object serial version uid uav map info
