id,text
DD-608,simul land nvec simul given land command nvec simul immedi chang ua vs current altitud ground altitud
DD-612,creat log event initi flight plan flight plan initi log event creat includ rout uav assign initi time stamp
DD-614,creat log event uav reach waypoint uav reach waypoint execut flight plan log event creat includ coordin waypoint uav flight plan assign flight plan id timestamp
DD-617,log command sent gc command sent gc gc middlewar log
DD-619,log state monitor messag log level hwtrace activ state monitor messag log
DD-622,ui middlewar handl control lock request ui middlewar forward control request ui client hold control lock uav
DD-624,ui middlewar handl control heartbeat ui middlewar monitor live client hold control lock individu ua vs
DD-627,ui middlewar list current activ ua vs ui middlewar return uav proxi object contain inform activ ua vs includ locat batteri level ground speed health statu
DD-631,ui middlewar forward hover place command client dronolog ui middlewar accept hover place command associ uniqu uavid forward dronolog
DD-633,ui middlewar forward return home command client dronolog ui middlewar accept return home command associ uniqu uav id forward dronolog
DD-636,ui middlewar support flight rout modif request ui client ui middlewar support modif exist flight rout given id
DD-640,ui forward mission plan request dronolog ui middlewar forward mission plan request dronolog
DD-647,assign rout uav user select uav assign rout avail rout
DD-650,transmit rout remov ui middlewar rout assign remov uav request sent ui middlewar remov assign dronolog
DD-654,ui request pend flight plan ui middlewar user request flight plan assign uav ui request pend flight plan uav flight info object display
DD-658,delet rout flight plan assign uav execut delet select rout click deselect button
DD-661,request ui middlewar cancel pend flight user press cancel pend flight plan button request sent ui middlewar cancel flight
DD-667,valid rout altitud speed altitud speed valu exceed current maximum uavmaxaltitud uavmaxgroundspe set system
DD-671,persist rout rout inform repres use standard rout xml format transmit ui middlewar
DD-674,creat modifi rout visual mode rout creation ui support rout creation modif visual mode allow user click locat order creat modifi delet waypoint
DD-676,multipl rout select user multipl rout display simultan map
DD-682,request uav state load load ui request inform activ ua vs ui middlewar ui middlewar respond request ui current activ ua vs
DD-684,map ui real time flight ui load map display default zoom level center coordin specifi configur file
DD-686,differenti uav type differ type ua vs differ icon
DD-688,period updat uav locat ui period request current locat regist ua vs ui middlewar updat locat map
DD-692,uav oper oper includ rtl takeoff hoverinplac resend command
DD-696,initi follow mode ui follow mode initi map automat zoom pan select ua vs center activ rout constitut
DD-699,emerg batteri notif ua vs batteri level drop predefin threshold uav health indic activ
DD-704,hierarch organ monitor topic topic organ hierarch manner mean client subscrib messag messag certain gc uav properti
DD-707,publish monitor messag monitor messag contain hierarch identifi describ topic messag type timestamp arbitrari serializ data attach messag
DD-711,establish conneciton gct middlewar gc middlewar accept connect multipl gc
DD-713,uniqu id gc gc connect gc middlewar identifi uniqu groundstationid
DD-716,gc uav announc step gc announc current set recogn ua vs gc middlewar
DD-719,activ request result gc inform result activ request
DD-721,activ request deni activ request deni gc middlewar send predefin activ deni messag gc
DD-724,uav state messag uav state messag format json object contain mandatori option element
DD-728,uav set state messag frequenc command gc middlewar abl handl send set state frequenc command respect gc contain desir frequenc ms
DD-731,uav movement command type movement command specifi follow command type gotowaypoint setgroundspe setveloc takeoff land hover
DD-733,uav set groundspe command setgroundspe command specifi ground speed meter second
DD-735,uav takeoff command takeoff command specifi target altitud
DD-740,forward command uav gc transform command vehicl specif format
DD-743,default messag frequenc default messag frequenc uav state messag uavmessagestatefrequ
DD-745,adjust messag frequenc command gc receiv set frequenc command gc middlewar adjust messang frequenc accordingli
DD-748,close connect incorrect uav registr gc receiv notif uav
